,ImageID,Unnamed: 0,Title,Formats,Production,Description,Synopsis,Habitat,Theme,Location,Keywords,Visualization,Date,Filename
10,53184644,348," Iron Ore Mine From Above in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Ballari Bellary Mines Karnataka Pollution Water-pollution Ecology Deforestation Air-Pollution Forests Biodiversity Mining-Processes Excavation Mining-equipment , , 2023-07-20 14:09:07 ,1DDC66_AED1V8UPZH_lt.jpg
11,53184644,348," Iron Ore Mine From Above in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Ballari Bellary Mines Karnataka Pollution Water-pollution Ecology Deforestation Air-Pollution Forests Biodiversity Mining-Processes Excavation Mining-equipment , , 2023-07-20 14:09:07 ,1DDC66_AED1V8UPZH_lt.jpg
12,53184645,304," Layers of an Open-Pit Iron Ore Mine in Karnataka, India ", High-Res Master_Nonstandard ,2022," Aerial footage of an iron ore mine in Bellary (Ballari) in Karnataka, India. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Iron-ore Mining Bellary Ballari Mining-equipment Deforestation Pollution Water-pollution Ecology Mines Karnataka Biodiversity Mining-Processes Excavation Air-Pollution , , 2023-07-20 14:09:07 ,
13,53184646,415," Iron Ore Mine in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Consumption;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Bellary Ballari Mines Pollution Water-pollution Ecology Karnataka Forests Biodiversity Deforestation Mining-Processes Mining-equipment Excavation Air-Pollution , , 2023-07-20 14:09:07 ,
14,53184647,306," Iron Ore Mine Surrounded by Green Vegetation, Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India surrounded by green vegetation and mountains on either side. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Iron-ore Mining Bellary Ballari Karnataka Deforestation Pollution Water-pollution Ecology Forest Mines Forests Biodiversity Mining-Processes Excavation Air-Pollution , , 2023-07-20 14:09:08 ,
15,53184648,330," Iron Ore Mine Regreening in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine undergoing ecological restoration in Bellary (Ballari), Karnataka, India. Species of plants are chosen, planted, and nurtured at the deforested mining sites, with the aim to recover the degraded ecosystem. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Bellary Iron-ore Ballari Reforestation Ecological-restoration Regeneration Mines Karnataka Ecology Forests Deforestation Air-pollution Pollution Biodiversity Water-pollution Mining-Processes , , 2023-07-20 14:09:07 ,1DDC66_AED9MTSF53_lt.jpg
16,53184649,347," Iron Ore Mine Surrounded by Forests and Vegetation, Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari) in Karnataka, India surrounded by forests and green mountains on either side. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Bellary Pollution Ballari Water-pollution Ecology Mines Karnataka Forests Biodiversity Mining-Processes Air-Pollution , , 2023-07-20 14:09:08 ,1DDC66_AEDCDTH4QD_lt.jpg
17,53184649,347," Iron Ore Mine Surrounded by Forests and Vegetation, Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari) in Karnataka, India surrounded by forests and green mountains on either side. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Bellary Pollution Ballari Water-pollution Ecology Mines Karnataka Forests Biodiversity Mining-Processes Air-Pollution , , 2023-07-20 14:09:08 ,1DDC66_AEDCDTH4QD_lt.jpg
18,53184650,422," Iron Ore Mine Regreening in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India undergoing the process of ecological restoration. Species of plants are chosen, planted, and nurtured at the deforested mining sites, with the aim of recovering the degraded ecosystem. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution;Sustainable Future ," Bellary,Karnataka,India,Asia ", Iron-ore Mining Bellary Ballari Karnataka Reforestation Regeneration Ecological-restoration Air-pollution Mines Ecology Pollution Water-pollution Deforestation Forests Biodiversity Air-Pollution , , 2023-07-20 14:09:08 ,1DDC66_AEDLF3JWR2_lt.jpg
19,53184650,422," Iron Ore Mine Regreening in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari), Karnataka, India undergoing the process of ecological restoration. Species of plants are chosen, planted, and nurtured at the deforested mining sites, with the aim of recovering the degraded ecosystem. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution;Sustainable Future ," Bellary,Karnataka,India,Asia ", Iron-ore Mining Bellary Ballari Karnataka Reforestation Regeneration Ecological-restoration Air-pollution Mines Ecology Pollution Water-pollution Deforestation Forests Biodiversity Air-Pollution , , 2023-07-20 14:09:08 ,1DDC66_AEDLF3JWR2_lt.jpg
20,53184651,423," Truck on the Iron Ore Mines in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of a mining truck carrying out its regular operation in the iron ore mines in Karnataka, India "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Consumption;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Ballari Bellary Iron-ore Mining-equipment Deforestation Pollution Water-pollution Ecology Karnataka Mines Air-Pollution Forests Biodiversity Mining-Processes Excavation , , 2023-07-20 14:09:09 ,1DDC66_AEDWBHVQ4P_lt.jpg
21,53184652,421," Layers of an Iron Ore Mine in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary in Karnataka, India, surrounded by vegetation and mountains on either side. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Mountains;Rural , Biodiversity;Climate;Consumption;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Mining-equipment Ballari Bellary Deforestation Karnataka Pollution Water-pollution Ecology Mines Air-Pollution Forests Biodiversity Mining-Processes Excavation , , 2023-07-20 14:09:09 ,1DDC66_AEDWTL8KEE_lt.jpg
22,53184653,413," Layers of an Iron Ore Mine in Karnataka, India ", High-Res Master_Nonstandard ,2022," Aerial footage of the layers of an iron ore mine in Bellary (Ballari) district, Karnataka, India "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Rural , Biodiversity;Climate;Consumption;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Karnataka Iron-ore Ballari Bellary Mining-equipment Mines Deforestation Pollution Water-pollution Air-Pollution Ecology Forests Biodiversity Mining-Processes Excavation , , 2023-07-20 14:09:09 ,
23,53184654,416," Iron Ore Mine Reforestation, Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine undergoing the process of ecological restoration in Bellary (Ballari), Karnataka, India. Species of plants have been planted at the deforested mining sites, with the aim to recover the degraded ecosystem. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Forests;Rural , Biodiversity;Climate;Deforestation;Energy;Land Management;Pollution;Sustainable Future ," Bellary,Karnataka,India,Asia ", Mining Iron-ore Ballari Bellary Karnataka Mines Eco-restoration Ecological-restoration Regeneration Pollution Air-pollution Ecology Deforestation Reforestation Native-plants Biodiversity Air-Pollution , , 2023-07-20 14:09:08 ,1DDC66_AEDRWJZT2K_lt.jpg
24,53184655,418," Iron Ore Mine in Karnataka, India ", High-Res Master_4K ,2022," Aerial footage of an iron ore mine in Bellary (Ballari) district in Karnataka, India. The mine is surrounded by vast areas of vegetation and forests. "," Iron ore is the raw material used to make pig iron, also known as crude iron, which is one of the main raw materials to make steel.  98% of the mined iron ore is used to make steel.  Iron ores are rocks and minerals from which metallic iron can be economically extracted.

Bellary district has the highest deposits of iron ore in India. ", Forests;Rural , Biodiversity;Climate;Consumption;Deforestation;Energy;Land Management;Pollution ," Bellary,Karnataka,India,Asia ", Mining Mines Iron-ore Karnataka Ballari Bellary Mining-equipment Deforestation Pollution Ecology Forests Biodiversity Mining-Processes Excavation Air-Pollution , , 2023-07-20 14:09:10 ,1DDC66_AEEA0Q5YP7_lt.jpg
25,53201177,274," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:06 ,1DDC6D_SD086KRCRZ_lt.jpg
26,53201178,366, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, checks tree saplings for infestations of insects and bacterial diseases in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Balipara, Assam, India, Asia ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:11 ,
27,53201179,275," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:15 ,
28,53201180,309," Macaque Resting in Tree Canopy in Balipara, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, A macaque monkey eats a fruit whilst sat on a branch of a tree in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Biodiversity;Climate;Deforestation;Land Management;Sustainable Future ," Balipara, Assam, India, Asia ", Macaque-Monkey Eating-Fruit Tree-Branches Balipara Northeast-India , , 2023-07-27 09:27:17 ,1DDC6D_SD4VTT5U9C_lt.jpg
29,53201181,375," Pabitra Milli, a Local Conservationist, Mimics Monkey Calls in Northeast India’s Forests "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, making monkey calls in the forests in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future ," Balipara, Assam, India, Asia ", Macaque-Monkey Conservationists Making-Monkey-Calls Balipara Northeast-India , , 2023-07-27 09:27:18 ,
30,53201181,396," Pabitra Milli, a Local Conservationist, Mimics Monkey Calls in Northeast India’s Forests "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, making monkey calls in the forests in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future ," Balipara, Assam, India, Asia ", Macaque-Monkey Conservationists Making-Monkey-Calls Balipara Northeast-India , , 2023-07-27 09:27:18 ,
31,53201182,194, Sunlight Shines Through Assam’s Forest Canopy ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Sunlight shines through the lush green forest of Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management ," Balipara, Assam, India, Asia ", Jungles Forest-Canopies Tree-Leaves Sunlight Balipara Northeast-India , , 2023-07-27 09:27:20 ,1DDC6D_SD6195Q5TJ_lt.jpg
32,53201183,272," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:20 ,1DDC6D_SD6369L7VM_lt.jpg
33,53201184,333, Reforested Land and Fields in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Reforested land from above, adjacent to a field in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforested-Land-Patches Agricultural-Fields Northeast-India , , 2023-07-27 09:27:20 ,
34,53201186,310," Rain in the Forests of Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Rain in the forests of Assam in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Balipara, Assam, India, Asia ", Jungles Northeast-India Monsoons , , 2023-07-27 09:27:21 ,1DDC6D_SD6DF3Q83U_lt.jpg
